slug,name,name_hi,browse_section,default_unit,kcal_per_serving,protein_g_per_serving,serving_label,aliases,tags,is_junk,is_home_cooked,sort_priority,portion_ui_type,portion_presets,unit_options,data_source
paneer-cubes-raw,Paneer cubes (raw),पनीर,eggs_protein,serving,265,18.0,100g paneer,paneer|cottage cheese|chenna,veg|high_protein,false,true,80,gram_only,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""gram"":{""multiplier"":0.01,""label"":""g"",""step"":10,""min"":20,""max"":300},""serving"":{""multiplier"":1,""label"":""100g"",""step"":1,""min"":0.5,""max"":3}}",ifct_2017
grilled-paneer,Grilled paneer (plain),ग्रिल्ड पनीर,eggs_protein,serving,290,19.0,100g grilled paneer,grilled paneer|tandoori paneer,veg|high_protein,false,true,55,gram_only,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""gram"":{""multiplier"":0.01,""label"":""g"",""step"":10,""min"":20,""max"":300},""serving"":{""multiplier"":1,""label"":""100g"",""step"":1,""min"":0.5,""max"":3}}",mfp_avg
tofu-cubes,Tofu (cooked plain),टोफू,eggs_protein,serving,145,16.0,100g tofu,tofu|soy paneer,veg|high_protein,false,true,40,gram_only,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""gram"":{""multiplier"":0.01,""label"":""g"",""step"":10,""min"":20,""max"":300},""serving"":{""multiplier"":1,""label"":""100g"",""step"":1,""min"":0.5,""max"":3}}",usda_fdc
grilled-chicken-breast,Grilled chicken breast (plain),ग्रिल्ड चिकन,eggs_protein,serving,165,31.0,100g grilled chicken,grilled chicken|chicken breast|plain chicken,non_veg|high_protein|low_fat,false,true,85,gram_only,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""gram"":{""multiplier"":0.01,""label"":""g"",""step"":10,""min"":50,""max"":400},""serving"":{""multiplier"":1,""label"":""100g"",""step"":1,""min"":0.5,""max"":4}}",usda_fdc
samosa,Samosa,समोसा,snacks_chaat,piece,150,3.0,1 medium samosa (~60g),samosa|aloo samosa,veg|fried|street_food,true,false,92,count,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""multiplier"":0.8},{""key"":""regular"",""label"":""Medium"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""multiplier"":1.3}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":6},""gram"":{""multiplier"":0.01667,""label"":""g"",""step"":10,""min"":10,""max"":360}}",mfp_avg
mini-samosa,Mini samosa,मिनी समोसा,snacks_chaat,piece,70,1.5,1 mini (~30g),mini samosa|cocktail samosa,veg|fried|party_snack,true,false,55,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":12},""gram"":{""multiplier"":0.03333,""label"":""g"",""step"":10,""min"":10,""max"":360}}",mfp_avg
punjabi-samosa,Punjabi samosa (large),पंजाबी समोसा,snacks_chaat,piece,175,3.5,1 large (~75g),punjabi samosa|big samosa,veg|fried|street_food,true,false,50,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":5},""gram"":{""multiplier"":0.01333,""label"":""g"",""step"":10,""min"":10,""max"":375}}",mfp_avg
kachori,Kachori,कचौरी,snacks_chaat,piece,130,3.0,1 kachori (~50g),kachori|dal kachori,veg|fried|street_food,true,false,60,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":6},""gram"":{""multiplier"":0.02,""label"":""g"",""step"":10,""min"":10,""max"":300}}",mfp_avg
pyaaz-kachori,Pyaaz kachori,प्याज कचौरी,snacks_chaat,piece,165,3.5,1 kachori (~60g),pyaaz kachori|onion kachori,veg|fried|street_food,true,false,40,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":6},""gram"":{""multiplier"":0.01667,""label"":""g"",""step"":10,""min"":10,""max"":360}}",mfp_avg
vada-pav,Vada pav,वड़ा पाव,snacks_chaat,piece,285,7.0,1 vada pav,vada pav|mumbai burger|wada pao,veg|fried|street_food|mumbai,true,false,80,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":5}}",mfp_avg
misal-pav,Misal pav (1 plate),मिसल पाव,snacks_chaat,serving,380,12.0,1 plate (misal + 2 pav),misal pav|misal,veg|maharashtrian|street_food,false,false,65,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
pav-bhaji,Pav bhaji (1 plate),पाव भाजी,snacks_chaat,serving,480,12.0,1 plate (bhaji + 2 pav),pav bhaji,veg|maharashtrian|street_food,true,false,78,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
bhel-puri,Bhel puri (1 plate),भेल पूरी,snacks_chaat,serving,245,6.0,1 plate (~100g),bhel puri|bhel|chaat,veg|street_food|chaat,true,false,65,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
sev-puri,Sev puri (6 pcs),सेव पूरी,snacks_chaat,piece,55,1.2,1 puri loaded,sev puri|sevpuri,veg|street_food|chaat,true,false,60,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":15}}",mfp_avg
pani-puri,Pani puri / Golgappa,पानी पूरी,snacks_chaat,piece,30,0.6,1 puri,pani puri|golgappa|puchka|gol gappa,veg|street_food|chaat,true,false,90,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":4,""max"":20}}",mfp_avg
dahi-puri,Dahi puri (6 pcs),दही पूरी,snacks_chaat,piece,50,1.3,1 puri,dahi puri|dahi sev puri,veg|street_food|chaat,false,false,60,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":15}}",mfp_avg
dahi-vada,Dahi vada,दही वड़ा,snacks_chaat,piece,115,3.5,1 vada with curd (~60g),dahi vada|dahi bhalla,veg|home_cooked,false,true,55,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":6},""gram"":{""multiplier"":0.01667,""label"":""g"",""step"":10,""min"":10,""max"":360}}",mfp_avg
aloo-chaat,Aloo chaat (1 plate),आलू चाट,snacks_chaat,serving,280,5.0,1 plate (~150g),aloo chaat|potato chaat,veg|street_food|chaat,true,false,55,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
papdi-chaat,Papdi chaat (1 plate),पापड़ी चाट,snacks_chaat,serving,320,7.0,1 plate (~150g),papdi chaat|papri chaat,veg|street_food|chaat,true,false,55,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
ragda-pattice,Ragda pattice (1 plate),रगड़ा पैटिस,snacks_chaat,serving,340,9.0,1 plate (~180g),ragda pattice|ragada pattice,veg|street_food|mumbai,false,false,35,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
idli,Idli,इडली,snacks_chaat,piece,50,2.0,1 idli (~50g),idli|idly|steam cake,veg|south_indian|breakfast|low_cal,false,true,90,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":10},""gram"":{""multiplier"":0.02,""label"":""g"",""step"":10,""min"":10,""max"":500}}",ifct_2017
rava-idli,Rava idli,रवा इडली,snacks_chaat,piece,85,2.5,1 rava idli (~60g),rava idli|sooji idli,veg|south_indian|breakfast,false,true,45,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":8},""gram"":{""multiplier"":0.01667,""label"":""g"",""step"":10,""min"":10,""max"":480}}",mfp_avg
plain-dosa,Plain dosa,डोसा,snacks_chaat,piece,170,4.0,1 large (~80g),dosa|plain dosa|dosai,veg|south_indian|breakfast,false,true,85,count,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""multiplier"":0.8},{""key"":""regular"",""label"":""Medium"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""multiplier"":1.3}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":4},""gram"":{""multiplier"":0.0125,""label"":""g"",""step"":10,""min"":10,""max"":320}}",mfp_avg
masala-dosa,Masala dosa,मसाला डोसा,snacks_chaat,piece,290,7.0,1 large (~130g w/ filling),masala dosa|mysore masala dosa,veg|south_indian|breakfast,false,true,92,count,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""multiplier"":0.8},{""key"":""regular"",""label"":""Medium"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""multiplier"":1.3}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":3},""gram"":{""multiplier"":0.00769,""label"":""g"",""step"":10,""min"":10,""max"":390}}",mfp_avg
onion-dosa,Onion dosa,प्याज़ डोसा,snacks_chaat,piece,220,5.0,1 large (~95g),onion dosa|pyaaz dosa,veg|south_indian|breakfast,false,true,50,count,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""multiplier"":0.8},{""key"":""regular"",""label"":""Medium"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""multiplier"":1.3}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":4},""gram"":{""multiplier"":0.01053,""label"":""g"",""step"":10,""min"":10,""max"":380}}",mfp_avg
rava-dosa,Rava dosa,रवा डोसा,snacks_chaat,piece,250,5.0,1 large (~100g),rava dosa|sooji dosa,veg|south_indian|breakfast,false,true,55,count,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""multiplier"":0.8},{""key"":""regular"",""label"":""Medium"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""multiplier"":1.3}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":4},""gram"":{""multiplier"":0.01,""label"":""g"",""step"":10,""min"":10,""max"":400}}",mfp_avg
set-dosa,Set dosa (3 pcs),सेट डोसा,snacks_chaat,piece,100,2.5,1 mini dosa (~35g),set dosa|sponge dosa,veg|south_indian|breakfast,false,true,35,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":8}}",mfp_avg
uttapam-plain,Uttapam (plain),उत्तपम,snacks_chaat,piece,175,5.0,1 uttapam (~100g),uttapam|uttappam,veg|south_indian|breakfast,false,true,50,count,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""multiplier"":0.8},{""key"":""regular"",""label"":""Medium"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""multiplier"":1.3}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":4},""gram"":{""multiplier"":0.01,""label"":""g"",""step"":10,""min"":10,""max"":400}}",mfp_avg
onion-uttapam,Onion uttapam,प्याज़ उत्तपम,snacks_chaat,piece,190,5.0,1 uttapam (~110g),onion uttapam,veg|south_indian|breakfast,false,true,40,count,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""multiplier"":0.8},{""key"":""regular"",""label"":""Medium"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""multiplier"":1.3}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":4},""gram"":{""multiplier"":0.00909,""label"":""g"",""step"":10,""min"":10,""max"":440}}",mfp_avg
medu-vada,Medu vada,मेदु वड़ा,snacks_chaat,piece,80,2.5,1 vada (~35g),medu vada|urad vada|uddina vade,veg|south_indian|fried,false,true,65,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":8},""gram"":{""multiplier"":0.02857,""label"":""g"",""step"":10,""min"":10,""max"":280}}",mfp_avg
sambar-vada,Sambar vada (2 vadas),सांभर वड़ा,snacks_chaat,serving,250,8.0,1 plate (2 vadas in sambar),sambar vada|vada sambar,veg|south_indian,false,true,55,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
appam,Appam,अप्पम,snacks_chaat,piece,110,2.0,1 appam (~60g),appam|aappam|hopper,veg|kerala|south_indian,false,true,35,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":6},""gram"":{""multiplier"":0.01667,""label"":""g"",""step"":10,""min"":10,""max"":360}}",mfp_avg
idiyappam,Idiyappam / String hopper,इडियप्पम,snacks_chaat,piece,105,2.0,1 nest (~50g),idiyappam|sevai|string hopper,veg|south_indian,false,true,30,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":6},""gram"":{""multiplier"":0.02,""label"":""g"",""step"":10,""min"":10,""max"":300}}",mfp_avg
puttu,Puttu,पुट्टू,snacks_chaat,serving,210,4.0,1 cylinder (~180g),puttu|steamed rice cake,veg|kerala|breakfast,false,true,25,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",mfp_avg
dhokla-khaman,Khaman dhokla,खमण ढोकला,snacks_chaat,piece,55,2.0,1 piece (~30g),dhokla|khaman dhokla|gujarati dhokla,veg|gujarati|steamed|home_cooked,false,true,70,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":12},""gram"":{""multiplier"":0.03333,""label"":""g"",""step"":10,""min"":10,""max"":360}}",mfp_avg
dhokla-white,Plain dhokla (rice),ढोकला,snacks_chaat,piece,50,1.8,1 piece (~30g),white dhokla|rice dhokla,veg|gujarati|steamed,false,true,45,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":12},""gram"":{""multiplier"":0.03333,""label"":""g"",""step"":10,""min"":10,""max"":360}}",mfp_avg
khandvi,Khandvi,खांडवी,snacks_chaat,piece,25,1.0,1 roll (~12g),khandvi,veg|gujarati|home_cooked,false,true,35,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":15}}",mfp_avg
patra,Patra / Patrode,पात्रा,snacks_chaat,piece,65,1.7,1 slice (~25g),patra|patrode|arbi leaf roll,veg|gujarati|home_cooked,false,true,25,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":10}}",mfp_avg
handvo,Handvo,हांडवो,snacks_chaat,piece,210,6.0,1 slice (~80g),handvo|handva,veg|gujarati|home_cooked,false,true,25,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":5},""gram"":{""multiplier"":0.0125,""label"":""g"",""step"":10,""min"":10,""max"":400}}",mfp_avg
thepla,Thepla,ઢેપળા,snacks_chaat,piece,130,3.5,1 thepla (~50g),thepla|methi thepla,veg|gujarati|home_cooked,false,true,60,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":8},""gram"":{""multiplier"":0.02,""label"":""g"",""step"":10,""min"":10,""max"":400}}",mfp_avg
sabudana-khichdi,Sabudana khichdi (1 katori),साबूदाना खिचड़ी,snacks_chaat,bowl,345,4.5,1 katori (~180g),sabudana khichdi|sabudana|sago khichdi,veg|home_cooked|fasting,false,true,60,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
sabudana-vada,Sabudana vada,साबूदाना वड़ा,snacks_chaat,piece,105,1.5,1 vada (~35g),sabudana vada|sago vada,veg|maharashtrian|fried|fasting,true,false,35,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":10}}",mfp_avg
fafda,Fafda,ફાફડા,snacks_chaat,serving,475,13.0,100g (~half packet),fafda|gujarati snack,veg|gujarati|fried|snack,true,false,35,gram_only,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""gram"":{""multiplier"":0.01,""label"":""g"",""step"":10,""min"":10,""max"":200},""serving"":{""multiplier"":1,""label"":""100g pack"",""step"":0.5,""min"":0.5,""max"":3}}",label_pack
gathiya,Gathiya,ગાંઠિયા,snacks_chaat,serving,530,11.0,100g (~half packet),gathiya|gathia,veg|gujarati|fried|snack,true,false,30,gram_only,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""gram"":{""multiplier"":0.01,""label"":""g"",""step"":10,""min"":10,""max"":200},""serving"":{""multiplier"":1,""label"":""100g pack"",""step"":0.5,""min"":0.5,""max"":3}}",label_pack
bhujia-sev,Bhujia / Sev (mix),भुजिया,snacks_chaat,serving,555,13.0,100g (~half packet),bhujia|sev|namkeen,veg|fried|snack,true,false,55,gram_only,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""gram"":{""multiplier"":0.01,""label"":""g"",""step"":10,""min"":10,""max"":200},""serving"":{""multiplier"":1,""label"":""100g pack"",""step"":0.5,""min"":0.5,""max"":3}}",label_pack
mathri,Mathri,मठरी,snacks_chaat,piece,60,1.0,1 mathri (~15g),mathri|mathari,veg|fried|snack|home_cooked,true,false,30,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":10}}",mfp_avg
chakli-murukku,Chakli / Murukku,चकली,snacks_chaat,piece,50,1.0,1 piece (~12g),chakli|murukku|chakri,veg|south_indian|snack,true,false,30,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":10}}",mfp_avg
spring-roll-veg,Spring roll (veg),स्प्रिंग रोल,snacks_chaat,piece,145,3.0,1 roll (~50g),spring roll|veg spring roll,veg|indo_chinese|fried,true,false,50,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":6},""gram"":{""multiplier"":0.02,""label"":""g"",""step"":10,""min"":10,""max"":300}}",mfp_avg
momo-veg-steamed,Veg momo (steamed),वेज मोमो,snacks_chaat,piece,38,1.2,1 momo (~18g),veg momo|dimsum|momos,veg|tibetan|steamed,false,false,80,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":15}}",mfp_avg
momo-chicken-steamed,Chicken momo (steamed),चिकन मोमो,snacks_chaat,piece,55,3.5,1 momo (~20g),chicken momo|non-veg momo,non_veg|tibetan|steamed,false,false,80,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":15}}",mfp_avg
momo-fried,Fried momo,फ्राइड मोमो,snacks_chaat,piece,65,1.8,1 momo (~22g),fried momo|crispy momo,veg|tibetan|fried,true,false,60,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":15}}",mfp_avg
pakora-mixed,Pakora / Pakoda (mixed),पकोड़ा,snacks_chaat,piece,45,1.0,1 piece (~15g),pakora|pakoda|bhajia|fritter,veg|fried|home_cooked|chai_time,true,true,70,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":15}}",mfp_avg
onion-bhajia,Onion bhajia / Pyaaz pakora,प्याज़ पकोड़ा,snacks_chaat,piece,50,1.0,1 piece (~16g),onion bhajia|onion pakora|kanda bhaji,veg|fried|chai_time,true,true,70,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":15}}",mfp_avg
mirchi-bhaji,Mirchi bhaji / Mirchi vada,मिर्ची भजी,snacks_chaat,piece,80,1.7,1 piece (~25g),mirchi bhaji|mirchi vada|chilli pakora,veg|fried|street_food,true,false,35,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":10},""gram"":{""multiplier"":0.04,""label"":""g"",""step"":10,""min"":10,""max"":250}}",mfp_avg
paneer-pakora,Paneer pakora,पनीर पकोड़ा,snacks_chaat,piece,75,3.5,1 piece (~25g),paneer pakora|paneer fritter,veg|fried|high_protein,true,false,55,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":10},""gram"":{""multiplier"":0.04,""label"":""g"",""step"":10,""min"":10,""max"":250}}",mfp_avg
kathi-roll-veg,Veg kathi roll,वेज काठी रोल,snacks_chaat,piece,280,8.0,1 roll (~150g),veg kathi roll|veg roll|frankie,veg|street_food|wrap,false,false,60,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":3},""gram"":{""multiplier"":0.00667,""label"":""g"",""step"":10,""min"":10,""max"":450}}",mfp_avg
kathi-roll-paneer,Paneer kathi roll,पनीर काठी रोल,snacks_chaat,piece,340,16.0,1 roll (~160g),paneer roll|paneer kathi,veg|street_food|wrap|high_protein,false,false,65,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":3},""gram"":{""multiplier"":0.00625,""label"":""g"",""step"":10,""min"":10,""max"":480}}",mfp_avg
kathi-roll-chicken,Chicken kathi roll,चिकन काठी रोल,snacks_chaat,piece,360,22.0,1 roll (~170g),chicken roll|chicken kathi|chicken frankie,non_veg|street_food|wrap|high_protein,false,false,75,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":3},""gram"":{""multiplier"":0.00588,""label"":""g"",""step"":10,""min"":10,""max"":510}}",mfp_avg
kathi-roll-egg,Egg kathi roll,अंडा रोल,snacks_chaat,piece,300,12.0,1 roll (~150g),egg roll|anda roll,non_veg|street_food|wrap,false,false,55,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":3},""gram"":{""multiplier"":0.00667,""label"":""g"",""step"":10,""min"":10,""max"":450}}",mfp_avg
pizza-margherita-slice,Pizza margherita (slice),,snacks_chaat,piece,285,12.0,"1 slice (regular, ~100g)",pizza|margherita|cheese pizza,veg|western|restaurant,true,false,88,count,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""multiplier"":0.8},{""key"":""regular"",""label"":""Medium"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""multiplier"":1.3}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":8},""gram"":{""multiplier"":0.01,""label"":""g"",""step"":10,""min"":10,""max"":800}}",mfp_avg
pizza-pepperoni-slice,Pizza pepperoni (slice),,snacks_chaat,piece,310,13.0,1 slice (~105g),pepperoni pizza,non_veg|western|restaurant,true,false,55,count,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""multiplier"":0.8},{""key"":""regular"",""label"":""Medium"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""multiplier"":1.3}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":8},""gram"":{""multiplier"":0.00952,""label"":""g"",""step"":10,""min"":10,""max"":840}}",mfp_avg
